date,is_market_holiday,market_holiday_name
1966-11-01,1,Toussaint
1966-11-11,1,Armistice 1918
1967-01-12,1,Aïd el-Fitr / Rosh Hashana
1967-03-21,1,Aïd el-Adha
1967-03-27,1,Lundi de Pâques
1967-05-01,1,Fête du Travail
1967-05-04,1,Ascension
1967-05-08,1,Fête de la Victoire
1967-05-15,1,Lundi de Pentecôte
1967-07-14,1,Fête nationale
1967-08-15,1,Assomption
1967-11-01,1,Toussaint
1967-12-25,1,Noël / Ramadan
1968-01-01,1,Aïd el-Fitr / Jour de l'an / Rosh Hashana
1968-04-15,1,Lundi de Pâques / Pessa'h (fête)
1968-05-01,1,Fête du Travail / Yom HaAtzmaout
1968-05-08,1,Fête de la Victoire
1968-05-23,1,Ascension
1968-06-03,1,Lundi de Pentecôte
1968-08-15,1,Assomption
1968-11-01,1,Toussaint
1968-11-11,1,Armistice 1918
1968-12-25,1,Noël
1969-01-01,1,Jour de l'an
1969-02-27,1,Aïd el-Adha
1969-04-07,1,Lundi de Pâques
1969-05-01,1,Fête du Travail / Pessa'h
1969-05-08,1,Fête de la Victoire
1969-05-15,1,Ascension
1969-05-26,1,Lundi de Pentecôte
1969-07-14,1,Fête nationale / Rosh Hashana
1969-08-15,1,Assomption
1969-11-11,1,1er jour de Ramadan / Armistice 1918 / Rosh Hashana
1969-12-10,1,Aïd el-Fitr / Rosh Hashana
1969-12-25,1,Noël
1970-01-01,1,Jour de l'an
1970-02-16,1,Aïd el-Adha
1970-03-30,1,Lundi de Pâques
1970-05-01,1,Fête du Travail
1970-05-07,1,Ascension / Rosh Hashana
1970-05-08,1,Fête de la Victoire
1970-05-18,1,Lundi de Pentecôte
1970-07-14,1,Fête nationale
1970-11-11,1,Armistice 1918 / Ramadan
1970-12-25,1,Hanoucca / Noël
1971-01-01,1,Jour de l'an
1971-02-05,1,Aïd el-Adha
1971-04-12,1,Lundi de Pâques / Pessa'h (fête)
1971-05-20,1,Ascension
1971-05-31,1,Lundi de Pentecôte
1971-07-14,1,Fête nationale
1971-11-01,1,Ramadan / Toussaint
1971-11-11,1,Armistice 1918 / Ramadan
1971-11-19,1,Aïd el-Fitr / Rosh Hashana
1972-01-26,1,Aïd el-Adha
1972-04-03,1,Lundi de Pâques
1972-05-01,1,Fête du Travail / Pessa'h (fête)
1972-05-08,1,Fête de la Victoire
1972-05-11,1,Ascension
1972-05-22,1,Lundi de Pentecôte
1972-07-14,1,Fête nationale
1972-08-15,1,Assomption
1972-11-01,1,Ramadan / Toussaint
1972-11-07,1,Aïd el-Fitr / Rosh Hashana
1972-12-25,1,Noël
1973-01-01,1,Hanoucca / Jour de l'an
1973-04-23,1,Lundi de Pâques
1973-05-01,1,Fête du Travail
1973-05-08,1,Fête de la Victoire
1973-05-31,1,Ascension
1973-06-11,1,Lundi de Pentecôte
1973-08-15,1,Assomption
1973-11-01,1,Toussaint
1973-12-25,1,Noël / Rosh Hashana
1974-01-01,1,Jour de l'an
1974-01-03,1,Aïd el-Adha
1974-04-15,1,Lundi de Pâques
1974-05-01,1,Fête du Travail
1974-05-08,1,Fête de la Victoire / Lag BaOmer
1974-05-23,1,Ascension
1974-06-03,1,Lundi de Pentecôte
1974-08-15,1,Assomption
1974-10-17,1,Aïd el-Fitr / Rosh Hashana (2e jour)
1974-11-01,1,Toussaint
1974-11-11,1,Armistice 1918
1974-12-24,1,Aïd el-Adha
1974-12-25,1,Noël
1975-01-01,1,Jour de l'an
1975-03-31,1,Lundi de Pâques
1975-05-01,1,Fête du Travail
1975-05-08,1,Ascension / Fête de la Victoire
1975-05-19,1,Lundi de Pentecôte
1975-07-14,1,Fête nationale
1975-08-15,1,Assomption
1975-10-06,1,Aïd el-Fitr
1975-11-11,1,Armistice 1918
1975-12-25,1,Noël
1976-01-01,1,Hanoucca / Jour de l'an
1976-04-19,1,Lundi de Pâques
1976-05-27,1,Ascension / Yom HaShoah
1976-06-07,1,Lundi de Pentecôte
1976-07-14,1,Fête nationale
1976-09-24,1,Aïd el-Fitr / Rosh Hashana
1976-11-01,1,Toussaint
1976-11-11,1,Armistice 1918
1976-12-01,1,Aïd el-Adha
1977-04-11,1,Lundi de Pâques
1977-05-19,1,Ascension
1977-05-30,1,Lundi de Pentecôte
1977-07-14,1,Fête nationale
1977-08-15,1,Assomption
1977-09-14,1,Aïd el-Fitr
1977-11-01,1,Toussaint
1977-11-11,1,Armistice 1918
1977-11-21,1,Aïd el-Adha
1978-03-27,1,Lundi de Pâques
1978-05-01,1,Fête du Travail
1978-05-04,1,Ascension
1978-05-08,1,Fête de la Victoire / Rosh Hashana
1978-05-15,1,Lundi de Pentecôte
1978-07-14,1,Fête nationale
1978-08-15,1,Assomption / Ramadan
1978-11-01,1,Toussaint
1978-11-10,1,Aïd el-Adha
1978-12-25,1,Hanoucca (1er jour) / Noël
1979-01-01,1,Jour de l'an
1979-04-16,1,Lundi de Pâques / Pessa'h (fête)
1979-05-01,1,Fête du Travail
1979-05-08,1,Fête de la Victoire
1979-05-24,1,Ascension
1979-06-04,1,Lundi de Pentecôte
1979-08-15,1,Assomption / Ramadan
1979-08-24,1,Aïd el-Fitr
1979-10-31,1,Aïd el-Adha
1979-11-01,1,Toussaint
1979-12-25,1,Noël
1980-01-01,1,Jour de l'an
1980-04-07,1,Lundi de Pâques
1980-05-01,1,Fête du Travail / Pessa'h (fête)
1980-05-08,1,Fête de la Victoire
1980-05-15,1,Ascension
1980-05-26,1,Lundi de Pentecôte
1980-07-14,1,1er jour de Ramadan / Fête nationale
1980-08-12,1,Aïd el-Fitr
1980-08-15,1,Assomption
1980-11-11,1,Armistice 1918
1980-12-25,1,Noël
1981-01-01,1,Hanoucca (1er jour) / Jour de l'an
1981-04-20,1,Lundi de Pâques
1981-05-01,1,Fête du Travail
1981-05-08,1,Fête de la Victoire
1981-05-28,1,Ascension
1981-06-08,1,Lundi de Pentecôte
1981-07-14,1,Fête nationale / Ramadan
1981-10-08,1,Aïd el-Adha / Yom Kippour
1981-11-11,1,Armistice 1918
1981-12-25,1,Hanoucca / Noël
1982-01-01,1,Jour de l'an
1982-04-12,1,Lundi de Pâques / Pessa'h (fête)
1982-05-20,1,Ascension
1982-05-31,1,Lundi de Pentecôte
1982-07-14,1,Fête nationale / Ramadan
1982-07-22,1,Aïd el-Fitr
1982-09-28,1,Aïd el-Adha
1982-11-01,1,Toussaint
1982-11-11,1,Armistice 1918
1983-04-04,1,Lundi de Pâques
1983-05-12,1,Ascension / Rosh Hashana
1983-05-23,1,Lundi de Pentecôte
1983-07-11,1,Aïd el-Fitr
1983-07-14,1,Fête nationale
1983-08-15,1,Assomption
1983-11-01,1,Toussaint
1983-11-11,1,Armistice 1918
1984-04-23,1,Lundi de Pâques
1984-05-01,1,Fête du Travail
1984-05-08,1,Fête de la Victoire
1984-05-31,1,1er jour de Ramadan / Ascension
1984-06-11,1,Lundi de Pentecôte / Ramadan
1984-06-29,1,Aïd el-Fitr
1984-08-15,1,Assomption
1984-09-05,1,Aïd el-Adha
1984-11-01,1,Toussaint
1984-12-25,1,Noël
1985-01-01,1,Jour de l'an
1985-04-08,1,Lundi de Pâques / Pessa'h (fête)
1985-05-01,1,Fête du Travail
1985-05-08,1,Fête de la Victoire
1985-05-16,1,Ascension
1985-05-27,1,Lundi de Pentecôte / Ramadan
1985-06-19,1,Aïd el-Fitr
1985-08-15,1,Assomption
1985-08-26,1,Aïd el-Adha
1985-11-01,1,Toussaint
1985-11-11,1,Armistice 1918
1985-12-25,1,Noël
1986-01-01,1,Jour de l'an
1986-03-31,1,Lundi de Pâques
1986-05-01,1,Fête du Travail
1986-05-08,1,Ascension / Fête de la Victoire
1986-05-19,1,Lundi de Pentecôte / Ramadan
1986-07-14,1,Fête nationale
1986-08-15,1,Assomption / Aïd el-Adha
1986-11-11,1,Armistice 1918
1986-12-25,1,Noël
1987-01-01,1,Jour de l'an / Rosh Hashana
1987-04-20,1,Lundi de Pâques
1987-05-01,1,Fête du Travail / Ramadan
1987-05-08,1,Fête de la Victoire / Ramadan
1987-05-28,1,Ascension / Ramadan / Rosh Hashana
1987-05-29,1,Aïd el-Fitr
1987-06-08,1,Lundi de Pentecôte
1987-07-14,1,Fête nationale
1987-08-05,1,Aïd el-Adha
1987-11-11,1,Armistice 1918
1987-12-25,1,Noël
1988-01-01,1,Jour de l'an
1988-04-04,1,Lundi de Pâques
1988-05-12,1,Ascension / Ramadan
1988-05-17,1,Aïd el-Fitr
1988-05-23,1,Lundi de Pentecôte
1988-07-14,1,Fête nationale / Rosh Hashana
1988-08-15,1,Assomption
1988-11-01,1,Toussaint
1988-11-11,1,Armistice 1918 / Rosh Hashana
1989-03-27,1,Lundi de Pâques
1989-05-01,1,Fête du Travail / Ramadan
1989-05-04,1,Ascension / Ramadan
1989-05-08,1,Fête de la Victoire
1989-05-15,1,Lundi de Pentecôte
1989-07-13,1,Aïd el-Adha
1989-07-14,1,Fête nationale
1989-08-15,1,Assomption
1989-11-01,1,Toussaint
1989-12-25,1,Hanoucca / Noël
1990-01-01,1,Jour de l'an
1990-04-16,1,Lundi de Pâques / Ramadan
1990-04-26,1,Aïd el-Fitr
1990-05-01,1,Fête du Travail
1990-05-08,1,Fête de la Victoire
1990-05-24,1,Ascension / Rosh Hashana
1990-06-04,1,Lundi de Pentecôte
1990-07-03,1,Aïd el-Adha
1990-08-15,1,Assomption
1990-11-01,1,Toussaint
1990-12-25,1,Noël
1991-01-01,1,Jour de l'an
1991-04-01,1,Lundi de Pâques / Ramadan
1991-04-15,1,Aïd el-Fitr
1991-05-01,1,Fête du Travail / Pessa'h (fête)
1991-05-08,1,Fête de la Victoire
1991-05-09,1,Ascension
1991-05-20,1,Lundi de Pentecôte
1991-08-15,1,Assomption
1991-11-01,1,Toussaint
1991-11-11,1,Armistice 1918
1991-12-25,1,Noël
1992-01-01,1,Hanoucca / Jour de l'an
1992-04-03,1,Aïd el-Fitr / Rosh Hashana
1992-04-20,1,Lundi de Pâques
1992-05-01,1,Fête du Travail
1992-05-08,1,Fête de la Victoire
1992-05-28,1,Ascension / Yom HaShoah
1992-06-08,1,Lundi de Pentecôte
1992-06-10,1,Aïd el-Adha
1992-07-14,1,Fête nationale
1992-11-11,1,Armistice 1918
1992-12-25,1,Noël / Rosh Hashana
1993-01-01,1,Jour de l'an
1993-03-24,1,Aïd el-Fitr
1993-04-12,1,Lundi de Pâques / Pessa'h (7e jour)
1993-05-20,1,Ascension
1993-05-31,1,Aïd el-Adha / Lundi de Pentecôte
1993-07-14,1,Fête nationale
1993-11-01,1,Toussaint
1993-11-11,1,Armistice 1918
1994-04-04,1,Lundi de Pâques
1994-05-12,1,Ascension
1994-05-20,1,Aïd el-Adha
1994-05-23,1,Lundi de Pentecôte
1994-07-14,1,Fête nationale
1994-08-15,1,Assomption / Tisha Beav
1994-11-01,1,Toussaint
1994-11-11,1,Armistice 1918
1995-03-02,1,Aïd el-Fitr
1995-04-17,1,Lundi de Pâques
1995-05-01,1,Fête du Travail
1995-05-08,1,Fête de la Victoire
1995-05-09,1,Aïd el-Adha
1995-05-25,1,Ascension / Yom HaShoah
1995-06-05,1,Lundi de Pentecôte
1995-07-14,1,Fête nationale
1995-08-15,1,Assomption
1995-11-01,1,Toussaint
1995-12-25,1,Noël
1996-01-01,1,Jour de l'an
1996-02-20,1,Aïd el-Fitr / Rosh Hashana
1996-04-08,1,Lundi de Pâques / Pessa'h (fête)
1996-05-01,1,Fête du Travail
1996-05-08,1,Fête de la Victoire
1996-05-16,1,Ascension
1996-05-27,1,Lundi de Pentecôte
1996-08-15,1,Assomption
1996-11-01,1,Toussaint
1996-11-11,1,Armistice 1918
1996-12-25,1,Noël
1997-01-01,1,Jour de l'an
1997-03-31,1,Lundi de Pâques
1997-04-17,1,Aïd el-Adha
1997-05-01,1,Fête du Travail
1997-05-08,1,Ascension / Fête de la Victoire / Rosh Hashana
1997-05-19,1,Lundi de Pentecôte
1997-07-14,1,Fête nationale
1997-08-15,1,Assomption
1997-11-11,1,Armistice 1918
1997-12-25,1,Hanoucca (1er jour) / Noël
1998-01-01,1,Jour de l'an / Ramadan
1998-01-29,1,Aïd el-Fitr
1998-04-07,1,Aïd el-Adha
1998-04-13,1,Lundi de Pâques / Pessa'h (fête)
1998-05-01,1,Fête du Travail
1998-05-08,1,Fête de la Victoire
1998-05-21,1,Ascension
1998-06-01,1,Lundi de Pentecôte
1998-07-14,1,Fête nationale
1998-11-11,1,Armistice 1918 / Chemini Atseret
1998-12-25,1,Noël / Ramadan
1999-01-01,1,Jour de l'an / Ramadan
1999-01-18,1,Aïd el-Fitr / Hanoucca
1999-04-05,1,Lundi de Pâques
1999-05-13,1,Ascension
1999-05-24,1,Lundi de Pentecôte
1999-07-14,1,Fête nationale
1999-11-01,1,Toussaint
1999-11-11,1,Armistice 1918
2000-01-07,1,Aïd el-Fitr / Rosh Hashana
2000-03-15,1,Aïd el-Adha
2000-04-24,1,Lundi de Pâques
2000-05-01,1,Fête du Travail
2000-05-08,1,Fête de la Victoire
2000-06-01,1,Ascension
2000-06-12,1,Lundi de Pentecôte
2000-07-14,1,Fête nationale
2000-08-15,1,Assomption
2000-11-01,1,Toussaint
2000-12-25,1,Hanoucca / Noël / Ramadan
2000-12-27,1,Aïd el-Fitr / Hanoucca
2001-01-01,1,Jour de l'an
2001-03-05,1,Aïd el-Adha
2001-04-16,1,Lundi de Pâques
2001-05-01,1,Fête du Travail
2001-05-08,1,Fête de la Victoire
2001-05-24,1,Ascension
2001-06-04,1,Lundi de Pentecôte
2001-08-15,1,Assomption
2001-11-01,1,Toussaint
2001-12-25,1,Noël
2002-01-01,1,Jour de l'an
2002-02-22,1,Aïd el-Adha
2002-04-01,1,Lundi de Pâques
2002-05-01,1,Fête du Travail / Pessa'h (7e jour)
2002-05-08,1,Fête de la Victoire
2002-05-09,1,Ascension
2002-05-20,1,Lundi de Pentecôte
2002-08-15,1,Assomption / Tisha Beav
2002-11-01,1,Toussaint
2002-11-11,1,Armistice 1918 / Ramadan
2002-12-05,1,Aïd el-Fitr
2002-12-25,1,Noël
2003-01-01,1,Hanoucca / Jour de l'an
2003-02-11,1,Aïd el-Adha
2003-04-21,1,Lundi de Pâques
2003-05-01,1,Fête du Travail
2003-05-08,1,Fête de la Victoire
2003-05-29,1,Ascension / Yom HaShoah
2003-06-09,1,Lundi de Pentecôte
2003-07-14,1,Fête nationale
2003-08-15,1,Assomption
2003-11-11,1,Armistice 1918 / Ramadan
2003-11-25,1,Aïd el-Fitr
2003-12-25,1,Hanoucca / Noël
2004-01-01,1,Jour de l'an
2004-04-12,1,Lundi de Pâques
2004-05-20,1,Ascension
2004-05-31,1,Lundi de Pentecôte
2004-07-14,1,Fête nationale
2004-11-01,1,Ramadan / Toussaint
2004-11-11,1,Armistice 1918 / Ramadan
2005-01-20,1,Aïd el-Adha
2005-03-28,1,Lundi de Pâques
2005-05-05,1,Ascension
2005-05-16,1,Lundi de Pentecôte
2005-07-14,1,Fête nationale
2005-08-15,1,Assomption
2005-11-01,1,Ramadan / Toussaint
2005-11-02,1,Aïd el-Fitr
2005-11-11,1,Armistice 1918
2006-01-09,1,Aïd el-Adha
2006-04-17,1,Lundi de Pâques / Pessa'h (fête)
2006-05-01,1,Fête du Travail / Yom HaAtzmaout
2006-05-08,1,Fête de la Victoire
2006-05-25,1,Ascension
2006-06-05,1,Lundi de Pentecôte
2006-07-14,1,Fête nationale
2006-08-15,1,Assomption
2006-10-23,1,Aïd el-Fitr / Rosh Hashana (2e jour)
2006-11-01,1,Toussaint
2006-12-25,1,Noël
2007-01-01,1,Jour de l'an
2007-04-09,1,Lundi de Pâques
2007-05-01,1,Fête du Travail / Pessa'h
2007-05-08,1,Fête de la Victoire
2007-05-17,1,Ascension
2007-05-28,1,Lundi de Pentecôte
2007-08-15,1,Assomption
2007-10-12,1,Aïd el-Fitr / Rosh Hashana
2007-11-01,1,Toussaint
2007-12-19,1,Aïd el-Adha
2007-12-25,1,Noël
2008-01-01,1,Jour de l'an
2008-03-24,1,Lundi de Pâques
2008-05-01,1,Ascension / Fête du Travail
2008-05-08,1,Fête de la Victoire
2008-05-12,1,Lundi de Pentecôte
2008-07-14,1,Fête nationale
2008-08-15,1,Assomption
2008-10-01,1,Aïd el-Fitr / Rosh Hashana (2e jour)
2008-11-11,1,Armistice 1918
2008-12-08,1,Aïd el-Adha
2008-12-25,1,Hanoucca / Noël
2009-01-01,1,Jour de l'an
2009-04-13,1,Lundi de Pâques / Pessa'h (fête)
2009-05-01,1,Fête du Travail
2009-05-08,1,Fête de la Victoire
2009-05-21,1,Ascension
2009-06-01,1,Lundi de Pentecôte
2009-07-14,1,Fête nationale
2009-11-11,1,Armistice 1918
2009-11-27,1,Aïd el-Adha
2009-12-25,1,Noël
2010-01-01,1,Jour de l'an
2010-04-05,1,Lundi de Pâques
2010-05-13,1,Ascension / Rosh Hashana
2010-05-24,1,Lundi de Pentecôte
2010-07-14,1,Fête nationale
2010-09-09,1,Aïd el-Fitr
2010-11-01,1,Toussaint
2010-11-11,1,Armistice 1918
2010-11-16,1,Aïd el-Adha
2011-04-25,1,Lundi de Pâques
2011-06-02,1,Ascension
2011-06-13,1,Lundi de Pentecôte
2011-07-14,1,Fête nationale
2011-08-15,1,Assomption / Ramadan
2011-08-30,1,Aïd el-Fitr
2011-11-01,1,Toussaint
2011-11-11,1,Armistice 1918
2012-04-09,1,Lundi de Pâques / Pessa'h (fête)
2012-05-01,1,Fête du Travail
2012-05-08,1,Fête de la Victoire / Lag BaOmer
2012-05-17,1,Ascension
2012-05-28,1,Lundi de Pentecôte
2012-08-15,1,Assomption / Ramadan
2012-10-25,1,Aïd el-Adha / Yom Kippour
2012-11-01,1,Toussaint
2012-12-25,1,Noël
2013-01-01,1,Jour de l'an
2013-04-01,1,Lundi de Pâques
2013-05-01,1,Fête du Travail / Pessa'h (7e jour)
2013-05-08,1,Fête de la Victoire
2013-05-09,1,Ascension
2013-05-20,1,Lundi de Pentecôte
2013-08-07,1,Aïd el-Fitr / Rosh Hashana
2013-08-15,1,Assomption / Tisha Beav
2013-10-14,1,Aïd el-Adha
2013-11-01,1,Toussaint
2013-11-11,1,Armistice 1918
2013-12-25,1,Noël
2014-01-01,1,Hanoucca / Jour de l'an
2014-04-21,1,Lundi de Pâques
2014-05-01,1,Fête du Travail
2014-05-08,1,Fête de la Victoire
2014-05-29,1,Ascension / Rosh Hashana
2014-06-09,1,Lundi de Pentecôte
2014-07-14,1,Fête nationale / Ramadan
2014-07-28,1,Aïd el-Fitr
2014-08-15,1,Assomption
2014-11-11,1,Armistice 1918
2014-12-25,1,Noël
2015-01-01,1,Jour de l'an
2015-04-06,1,Lundi de Pâques / Pessa'h (fête)
2015-05-01,1,Fête du Travail
2015-05-08,1,Fête de la Victoire
2015-05-14,1,Ascension
2015-05-25,1,Lundi de Pentecôte
2015-07-14,1,Fête nationale / Ramadan
2015-07-17,1,Aïd el-Fitr
2015-09-23,1,Aïd el-Adha
2015-11-11,1,Armistice 1918
2015-12-25,1,Noël
2016-01-01,1,Jour de l'an
2016-03-28,1,Lundi de Pâques
2016-05-05,1,Ascension
2016-05-16,1,Lundi de Pentecôte
2016-07-06,1,Aïd el-Fitr
2016-07-14,1,Fête nationale
2016-08-15,1,Assomption
2016-09-12,1,Aïd el-Adha
2016-11-01,1,Rosh Hashana / Toussaint
2016-11-11,1,Armistice 1918
2017-04-17,1,Lundi de Pâques
2017-05-01,1,Fête du Travail
2017-05-08,1,Fête de la Victoire
2017-05-25,1,Ascension / Rosh Hashana
2017-06-05,1,Lundi de Pentecôte / Ramadan
2017-07-14,1,Fête nationale
2017-08-15,1,Assomption
2017-09-01,1,Aïd el-Adha
2017-11-01,1,Toussaint
2017-12-25,1,Noël
2018-01-01,1,Jour de l'an
2018-04-02,1,Lundi de Pâques
2018-05-01,1,Fête du Travail / Pessa'h (fête)
2018-05-08,1,Fête de la Victoire
2018-05-10,1,Ascension
2018-05-21,1,Lundi de Pentecôte / Ramadan
2018-06-14,1,Aïd el-Fitr
2018-08-15,1,Assomption
2018-08-21,1,Aïd el-Adha
2018-11-01,1,Toussaint
2018-12-25,1,Noël
2019-01-01,1,Hanoucca (1er jour) / Jour de l'an
2019-04-22,1,Lundi de Pâques
2019-05-01,1,Fête du Travail
2019-05-08,1,Fête de la Victoire / Ramadan
2019-05-30,1,Ascension / Ramadan / Yom HaShoah
2019-06-04,1,Aïd el-Fitr
2019-06-10,1,Lundi de Pentecôte
2019-08-15,1,Assomption
2019-11-01,1,Toussaint
2019-11-11,1,Armistice 1918
2019-12-25,1,Hanoucca / Noël
2020-01-01,1,Jour de l'an
2020-04-13,1,Lundi de Pâques / Pessa'h (7e jour)
2020-05-01,1,Fête du Travail / Ramadan
2020-05-08,1,Fête de la Victoire / Ramadan
2020-05-21,1,Ascension / Ramadan
2020-06-01,1,Lundi de Pentecôte
2020-07-14,1,Fête nationale
2020-07-30,1,Aïd el-Adha
2020-11-11,1,Armistice 1918
2020-12-25,1,Noël
2021-01-01,1,Jour de l'an
2021-04-05,1,Lundi de Pâques
2021-05-12,1,Aïd el-Fitr
2021-05-13,1,Ascension
2021-05-24,1,Lundi de Pentecôte
2021-07-14,1,Fête nationale
2021-07-19,1,Aïd el-Adha
2021-11-01,1,Toussaint
2021-11-11,1,Armistice 1918
2022-04-18,1,Lundi de Pâques / Ramadan
2022-05-02,1,Aïd el-Fitr
2022-05-26,1,Ascension / Yom HaShoah
2022-06-06,1,Lundi de Pentecôte
2022-07-14,1,Fête nationale
2022-08-15,1,Assomption
2022-11-01,1,Toussaint
2022-11-11,1,Armistice 1918
2023-04-10,1,Lundi de Pâques / Pessa'h (fête) / Ramadan
2023-04-21,1,Aïd el-Fitr
2023-05-01,1,Fête du Travail
2023-05-08,1,Fête de la Victoire
2023-05-18,1,Ascension
2023-05-29,1,Lundi de Pentecôte
2023-06-28,1,Aïd el-Adha
2023-07-14,1,Fête nationale
2023-08-15,1,Assomption
2023-11-01,1,Toussaint
2023-12-25,1,Noël
2024-01-01,1,Jour de l'an
2024-04-01,1,Lundi de Pâques / Ramadan
2024-04-09,1,Aïd el-Fitr
2024-05-01,1,Fête du Travail
2024-05-08,1,Fête de la Victoire
2024-05-09,1,Ascension / Rosh Hashana
2024-05-20,1,Lundi de Pentecôte
2024-08-15,1,Assomption
2024-11-01,1,Toussaint
2024-11-11,1,Armistice 1918
2024-12-25,1,Noël
2025-01-01,1,Hanoucca / Jour de l'an
2025-04-21,1,Lundi de Pâques
2025-05-01,1,Fête du Travail / Yom HaAtzmaout
2025-05-08,1,Fête de la Victoire
2025-05-29,1,Ascension
2025-06-06,1,Aïd el-Adha
2025-06-09,1,Lundi de Pentecôte
2025-07-14,1,Fête nationale
2025-08-15,1,Assomption
2025-11-11,1,Armistice 1918
2025-12-25,1,Noël
2026-01-01,1,Jour de l'an
2026-03-19,1,Aïd el-Fitr
2026-04-06,1,Lundi de Pâques
2026-05-01,1,Fête du Travail / Pessa'h (fête)
2026-05-08,1,Fête de la Victoire
2026-05-14,1,Ascension
2026-05-25,1,Lundi de Pentecôte
2026-05-26,1,Aïd el-Adha
2026-07-14,1,Fête nationale
2026-11-11,1,Armistice 1918
2026-12-25,1,Noël
2027-01-01,1,Jour de l'an
2027-03-09,1,Aïd el-Fitr
2027-03-29,1,Lundi de Pâques
2027-05-06,1,Ascension / Rosh Hashana
2027-05-17,1,Lundi de Pentecôte
2027-07-14,1,Fête nationale
2027-11-01,1,Toussaint
2027-11-11,1,Armistice 1918
2028-04-17,1,Lundi de Pâques
2028-05-01,1,Fête du Travail
2028-05-04,1,Aïd el-Adha
2028-05-08,1,Fête de la Victoire
2028-05-25,1,Ascension / Nouvel An islamique
2028-06-05,1,Lundi de Pentecôte
2028-07-14,1,Fête nationale
2028-08-15,1,Assomption
2028-11-01,1,Toussaint
2028-12-25,1,Noël
2029-01-01,1,Jour de l'an
2029-02-14,1,Aïd el-Fitr
2029-04-02,1,Lundi de Pâques
2029-04-23,1,Aïd el-Adha
2029-05-01,1,Fête du Travail / Pessa'h (fête)
2029-05-08,1,Fête de la Victoire
2029-05-10,1,Ascension
2029-05-21,1,Lundi de Pentecôte
2029-08-15,1,Assomption
2029-11-01,1,Toussaint
2029-12-25,1,Noël
2030-01-01,1,Hanoucca (1er jour) / Jour de l'an
2030-02-04,1,Aïd el-Fitr / Rosh Hashana
2030-04-22,1,Lundi de Pâques
2030-05-01,1,Fête du Travail
2030-05-08,1,Fête de la Victoire
2030-05-30,1,Ascension / Yom HaShoah
2030-06-10,1,Lundi de Pentecôte
2030-08-15,1,Assomption
2030-11-01,1,Toussaint
2030-11-11,1,Armistice 1918
2030-12-25,1,Noël / Rosh Hashana
2031-01-01,1,Jour de l'an / Ramadan
2031-01-24,1,Aïd el-Fitr
2031-04-02,1,Aïd el-Adha
2031-04-14,1,Lundi de Pâques
2031-05-01,1,Fête du Travail
2031-05-08,1,Fête de la Victoire / Lag BaOmer
2031-05-22,1,Ascension
2031-06-02,1,Lundi de Pentecôte
2031-07-14,1,Fête nationale
2031-08-15,1,Assomption
2031-11-11,1,Armistice 1918
2031-12-25,1,Noël / Ramadan
2032-01-01,1,Jour de l'an / Ramadan
2032-01-13,1,Aïd el-Fitr / Hanoucca
2032-03-29,1,Lundi de Pâques
2032-05-06,1,Ascension
2032-05-17,1,Lundi de Pentecôte
2032-07-14,1,Fête nationale
2032-11-01,1,Toussaint
2032-11-11,1,Armistice 1918
2033-03-11,1,Aïd el-Adha
2033-04-18,1,Lundi de Pâques
2033-05-26,1,Ascension / Yom HaShoah
2033-06-06,1,Lundi de Pentecôte
