date,is_market_holiday,market_holiday_name
2033-07-14,1,Fête nationale
2033-08-15,1,Assomption
2033-11-01,1,Toussaint
2033-11-11,1,Armistice 1918
2033-12-22,1,Aïd el-Fitr / Rosh Hashana
2034-02-28,1,Aïd el-Adha
2034-04-10,1,Lundi de Pâques
2034-05-01,1,Fête du Travail
2034-05-08,1,Fête de la Victoire
2034-05-18,1,Ascension / Rosh Hashana
2034-05-29,1,Lundi de Pentecôte
2034-07-14,1,Fête nationale
2034-08-15,1,Assomption
2034-11-01,1,Toussaint
2034-12-11,1,Aïd el-Fitr / Rosh Hashana
2034-12-25,1,Noël
2035-01-01,1,Jour de l'an
2035-03-26,1,Lundi de Pâques
2035-05-01,1,Fête du Travail
2035-05-03,1,Ascension
2035-05-08,1,Fête de la Victoire
2035-05-14,1,Lundi de Pentecôte
2035-08-15,1,Assomption
2035-11-01,1,Rosh Hashana / Toussaint
2035-12-25,1,Hanoucca / Noël
2036-01-01,1,Jour de l'an
2036-02-07,1,Aïd el-Adha
2036-04-14,1,Lundi de Pâques / Pessa'h (fête)
2036-05-01,1,Fête du Travail
2036-05-08,1,Fête de la Victoire
2036-05-22,1,Ascension
2036-06-02,1,Lundi de Pentecôte
2036-07-14,1,Fête nationale
2036-08-15,1,Assomption
2036-11-11,1,Armistice 1918 / Chemini Atseret / Ramadan
2036-11-19,1,Aïd el-Fitr
2036-12-25,1,Noël
2037-01-01,1,Jour de l'an
2037-01-26,1,Aïd el-Adha
2037-04-06,1,Lundi de Pâques
2037-05-01,1,Fête du Travail / Pessa'h (fête)
2037-05-08,1,Fête de la Victoire
2037-05-14,1,Ascension
2037-05-25,1,Lundi de Pentecôte
2037-07-14,1,Fête nationale
2037-11-09,1,Aïd el-Fitr
2037-11-11,1,Armistice 1918
2037-12-25,1,Noël
2038-01-01,1,Jour de l'an
2038-04-26,1,Lundi de Pâques
2038-06-03,1,Ascension / Rosh Hashana
2038-06-14,1,Lundi de Pentecôte
2038-07-14,1,Fête nationale
2038-10-29,1,Aïd el-Fitr
2038-11-01,1,Toussaint
2038-11-11,1,Armistice 1918
2039-01-05,1,Aïd el-Adha
2039-04-11,1,Lundi de Pâques / Pessa'h (fête)
2039-05-19,1,Ascension
2039-05-30,1,Lundi de Pentecôte
2039-07-14,1,Fête nationale
2039-08-15,1,Assomption
2039-10-18,1,Aïd el-Fitr / Rosh Hashana
2039-11-01,1,Souccot / Toussaint
2039-11-11,1,Armistice 1918
2040-04-02,1,Lundi de Pâques
2040-05-01,1,Fête du Travail / Pessa'h (fête)
2040-05-08,1,Fête de la Victoire / Yom HaShoah
2040-05-10,1,Ascension
2040-05-21,1,Lundi de Pentecôte
2040-08-15,1,Assomption
2040-11-01,1,Toussaint
2040-12-14,1,Aïd el-Adha
2040-12-25,1,Noël
2041-01-01,1,Hanoucca / Jour de l'an
2041-04-22,1,Lundi de Pâques
2041-05-01,1,Fête du Travail
2041-05-08,1,Fête de la Victoire
2041-05-30,1,Ascension
2041-06-10,1,Lundi de Pentecôte
2041-08-15,1,Assomption
2041-09-26,1,Aïd el-Fitr / Rosh Hashana
2041-11-01,1,Toussaint
2041-11-11,1,Armistice 1918
2041-12-03,1,Aïd el-Adha
2041-12-25,1,Hanoucca / Noël
2042-01-01,1,Jour de l'an
2042-04-07,1,Lundi de Pâques / Pessa'h (fête)
2042-05-01,1,Fête du Travail
2042-05-08,1,Fête de la Victoire
2042-05-15,1,Ascension
2042-05-26,1,Lundi de Pentecôte
2042-07-14,1,Fête nationale
2042-08-15,1,Assomption
2042-09-15,1,Aïd el-Fitr / Rosh Hashana
2042-11-11,1,Armistice 1918
2042-12-25,1,Noël
2043-01-01,1,Jour de l'an
2043-03-30,1,Lundi de Pâques
2043-05-01,1,Fête du Travail
2043-05-07,1,Ascension
2043-05-08,1,Fête de la Victoire
2043-05-18,1,Lundi de Pentecôte
2043-07-14,1,Fête nationale
2043-11-11,1,Armistice 1918
2043-11-12,1,Aïd el-Adha
2043-12-25,1,Noël
2044-01-01,1,Jour de l'an / Rosh Hashana
2044-04-18,1,Lundi de Pâques / Pessa'h (7e jour)
2044-05-26,1,Ascension
2044-06-06,1,Lundi de Pentecôte
2044-07-14,1,Fête nationale
2044-08-15,1,Assomption / Ramadan
2044-08-24,1,Aïd el-Fitr
2044-10-31,1,Aïd el-Adha
2044-11-01,1,Toussaint / Yom Kippour
2044-11-11,1,Armistice 1918
2045-04-10,1,Lundi de Pâques
2045-05-01,1,Fête du Travail / Pessa'h
2045-05-08,1,Fête de la Victoire
2045-05-18,1,Ascension
2045-05-29,1,Lundi de Pentecôte
2045-07-14,1,Fête nationale / Rosh Hashana
2045-08-14,1,Aïd el-Fitr
2045-08-15,1,Assomption
2045-11-01,1,Chemini Atseret / Toussaint
2045-12-25,1,Noël
2046-01-01,1,Jour de l'an
2046-03-26,1,Lundi de Pâques
2046-05-01,1,Fête du Travail
2046-05-03,1,Ascension
2046-05-08,1,Fête de la Victoire
2046-05-14,1,Lundi de Pentecôte
2046-08-03,1,Aïd el-Fitr
2046-08-15,1,Assomption
2046-10-10,1,Aïd el-Adha
2046-11-01,1,Toussaint
2046-12-25,1,Hanoucca / Noël
2047-01-01,1,Jour de l'an
2047-04-15,1,Lundi de Pâques / Pessa'h (7e jour)
2047-05-01,1,Fête du Travail
2047-05-08,1,Fête de la Victoire
2047-05-23,1,Ascension
2047-06-03,1,Lundi de Pentecôte
2047-07-23,1,Aïd el-Fitr
2047-08-15,1,Assomption
2047-11-01,1,Toussaint
2047-11-11,1,Armistice 1918
2047-12-25,1,Noël
2048-01-01,1,Jour de l'an
2048-04-06,1,Lundi de Pâques
2048-05-01,1,Fête du Travail / Pessa'h (fête)
2048-05-08,1,Fête de la Victoire
2048-05-14,1,Ascension
2048-05-25,1,Lundi de Pentecôte
2048-07-14,1,Fête nationale
2048-09-18,1,Aïd el-Adha
2048-11-11,1,Armistice 1918
2048-12-25,1,Noël
2049-01-01,1,Hanoucca / Jour de l'an
2049-04-19,1,Lundi de Pâques
2049-05-27,1,Ascension
2049-06-07,1,Lundi de Pentecôte / Ramadan
2049-07-01,1,Aïd el-Fitr / Rosh Hashana
2049-07-14,1,Fête nationale
2049-09-07,1,Aïd el-Adha
2049-11-01,1,Toussaint
2049-11-11,1,Armistice 1918
2050-04-11,1,Lundi de Pâques / Pessa'h (fête)
2050-05-19,1,Ascension
2050-05-30,1,Lundi de Pentecôte / Ramadan
2050-06-20,1,Aïd el-Fitr
2050-07-14,1,Fête nationale
2050-08-15,1,Assomption
2050-11-01,1,Toussaint
2050-11-11,1,Armistice 1918
2051-04-03,1,Lundi de Pâques
2051-05-01,1,Fête du Travail / Pessa'h (7e jour)
2051-05-08,1,Fête de la Victoire
2051-05-11,1,Ascension
2051-05-22,1,Lundi de Pentecôte / Ramadan
2051-07-14,1,Fête nationale
2051-08-15,1,Assomption / Tisha Beav
2051-08-17,1,Aïd el-Adha
2051-11-01,1,Toussaint
2051-12-25,1,Noël
2052-01-01,1,Hanoucca / Jour de l'an
2052-04-22,1,Lundi de Pâques
2052-05-01,1,Fête du Travail / Ramadan
2052-05-08,1,Fête de la Victoire / Ramadan
2052-05-29,1,Aïd el-Fitr
2052-05-30,1,Ascension
2052-06-10,1,Lundi de Pentecôte
2052-08-05,1,Aïd el-Adha
2052-08-15,1,Assomption
2052-11-01,1,Toussaint
2052-11-11,1,Armistice 1918
2052-12-25,1,Noël
2053-01-01,1,Jour de l'an
2053-04-07,1,Lundi de Pâques / Pessa'h (fête)
2053-05-01,1,Fête du Travail / Ramadan
2053-05-08,1,Fête de la Victoire / Ramadan
2053-05-15,1,Ascension / Ramadan
2053-05-26,1,Lundi de Pentecôte
2053-07-14,1,Fête nationale
2053-07-25,1,Aïd el-Adha
2053-08-15,1,Assomption
2053-11-11,1,Armistice 1918
2053-12-25,1,Noël
2054-01-01,1,Jour de l'an
2054-03-30,1,Lundi de Pâques
2054-05-01,1,Fête du Travail / Ramadan
2054-05-07,1,Ascension / Ramadan
2054-05-08,1,Aïd el-Fitr / Fête de la Victoire
2054-05-18,1,Lundi de Pentecôte
2054-07-14,1,Fête nationale
2054-07-15,1,Aïd el-Adha
2054-11-11,1,Armistice 1918
2054-12-25,1,Hanoucca / Noël
2055-01-01,1,Jour de l'an
2055-04-19,1,Lundi de Pâques / Ramadan
2055-04-27,1,Aïd el-Fitr
2055-05-27,1,Ascension
2055-06-07,1,Lundi de Pentecôte
2055-07-14,1,Fête nationale
2055-11-01,1,Toussaint
2055-11-11,1,Armistice 1918
2056-04-03,1,Lundi de Pâques / Ramadan
2056-05-01,1,Fête du Travail / Pessa'h (fête)
2056-05-08,1,Fête de la Victoire
2056-05-11,1,Ascension
2056-05-22,1,Lundi de Pentecôte
2056-06-23,1,Aïd el-Adha
2056-07-14,1,Fête nationale / Nouvel An islamique
2056-08-15,1,Assomption
2056-11-01,1,Chemini Atseret / Toussaint
2056-12-25,1,Noël
2057-01-01,1,Jour de l'an
2057-04-05,1,Aïd el-Fitr
2057-04-23,1,Lundi de Pâques
2057-05-01,1,Fête du Travail
2057-05-08,1,Fête de la Victoire
2057-05-31,1,Ascension / Yom HaShoah
2057-06-11,1,Lundi de Pentecôte
2057-06-12,1,Aïd el-Adha
2057-08-15,1,Assomption
2057-11-01,1,Toussaint
2057-12-25,1,Hanoucca / Noël
2058-01-01,1,Jour de l'an
2058-03-25,1,Aïd el-Fitr / Rosh Hashana
2058-04-15,1,Lundi de Pâques
2058-05-01,1,Fête du Travail
2058-05-08,1,Fête de la Victoire
2058-05-23,1,Ascension / Rosh Hashana
2058-06-03,1,Lundi de Pentecôte
2058-08-15,1,Assomption
2058-11-01,1,Souccot / Toussaint
2058-11-11,1,Armistice 1918
2058-12-25,1,Noël
2059-01-01,1,Jour de l'an
2059-03-31,1,Lundi de Pâques
2059-05-01,1,Fête du Travail / Pessa'h (fête)
2059-05-08,1,Ascension / Fête de la Victoire
2059-05-19,1,Lundi de Pentecôte
2059-05-22,1,Aïd el-Adha
2059-07-14,1,Fête nationale
2059-08-15,1,Assomption
2059-11-11,1,Armistice 1918
2059-12-25,1,Noël
2060-01-01,1,Hanoucca / Jour de l'an
2060-03-03,1,Aïd el-Fitr / Rosh Hashana
2060-04-19,1,Lundi de Pâques
2060-05-10,1,Aïd el-Adha
2060-05-27,1,Ascension / Yom HaShoah
2060-06-07,1,Lundi de Pentecôte
2060-07-14,1,Fête nationale
2060-11-01,1,Toussaint
2060-11-11,1,Armistice 1918
2061-04-11,1,Lundi de Pâques
2061-04-29,1,Aïd el-Adha
2061-05-19,1,Ascension / Rosh Hashana
2061-05-30,1,Lundi de Pentecôte
2061-07-14,1,Fête nationale
2061-08-15,1,Assomption / Rosh Hashana
2061-11-01,1,Toussaint
2061-11-11,1,Armistice 1918
2062-02-10,1,Aïd el-Fitr
2062-03-27,1,Lundi de Pâques
2062-04-19,1,Aïd el-Adha
2062-05-01,1,Fête du Travail
2062-05-04,1,Ascension
2062-05-08,1,Fête de la Victoire / Rosh Hashana
2062-05-15,1,Lundi de Pentecôte
2062-07-14,1,Fête nationale
2062-08-15,1,Assomption
2062-11-01,1,Toussaint
2062-12-25,1,Hanoucca (1er jour) / Noël
2063-01-01,1,1er jour de Ramadan / Hanoucca / Jour de l'an
2063-01-30,1,Aïd el-Fitr
2063-04-16,1,Lundi de Pâques / Pessa'h (fête)
2063-05-01,1,Fête du Travail / Yom HaAtzmaout
2063-05-08,1,Fête de la Victoire
2063-05-24,1,Ascension
2063-06-04,1,Lundi de Pentecôte
2063-08-15,1,Assomption
2063-11-01,1,Toussaint / Yom Kippour
2063-12-25,1,Noël / Ramadan
2064-01-01,1,Jour de l'an / Ramadan
2064-03-27,1,Aïd el-Adha
2064-04-07,1,Lundi de Pâques
2064-05-01,1,Fête du Travail / Pessa'h
2064-05-08,1,Fête de la Victoire
2064-05-15,1,Ascension
2064-05-26,1,Lundi de Pentecôte
2064-07-14,1,Fête nationale / Rosh Hashana
2064-08-15,1,Assomption
2064-11-11,1,Armistice 1918 / Rosh Hashana
2064-12-25,1,Noël / Ramadan
2065-01-01,1,Jour de l'an / Ramadan
2065-01-08,1,Aïd el-Fitr / Rosh Hashana
2065-03-17,1,Aïd el-Adha
2065-03-30,1,Lundi de Pâques
2065-05-01,1,Fête du Travail
2065-05-07,1,Ascension
2065-05-08,1,Fête de la Victoire
2065-05-18,1,Lundi de Pentecôte
2065-07-14,1,Fête nationale
2065-11-11,1,Armistice 1918
2065-12-25,1,Hanoucca / Noël / Ramadan
2065-12-28,1,Aïd el-Fitr / Rosh Hashana
2066-01-01,1,Jour de l'an
2066-04-12,1,Lundi de Pâques / Pessa'h (fête)
2066-05-20,1,Ascension
2066-05-31,1,Lundi de Pentecôte
2066-07-14,1,Fête nationale
2066-11-01,1,Toussaint
2066-11-11,1,Armistice 1918
2067-02-24,1,Aïd el-Adha
2067-04-04,1,Lundi de Pâques
2067-05-12,1,Ascension
2067-05-23,1,Lundi de Pentecôte
2067-07-14,1,Fête nationale
2067-08-15,1,Assomption
2067-11-01,1,Toussaint
2067-11-11,1,Armistice 1918 / Ramadan
2067-12-07,1,Aïd el-Fitr / Rosh Hashana
2068-02-13,1,Aïd el-Adha
2068-04-23,1,Lundi de Pâques
2068-05-01,1,Fête du Travail
2068-05-08,1,Fête de la Victoire
2068-05-31,1,Ascension
2068-06-11,1,Lundi de Pentecôte
2068-08-15,1,Assomption
2068-11-01,1,Ramadan / Toussaint
2068-12-25,1,Noël / Rosh Hashana
2069-01-01,1,Jour de l'an
2069-02-01,1,Aïd el-Adha
2069-04-15,1,Lundi de Pâques
2069-05-01,1,Fête du Travail
2069-05-08,1,Fête de la Victoire / Lag BaOmer
2069-05-23,1,Ascension
2069-06-03,1,Lundi de Pentecôte
2069-08-15,1,Assomption
2069-11-01,1,Ramadan / Toussaint
2069-11-11,1,Armistice 1918 / Ramadan
2069-11-15,1,Aïd el-Fitr / Rosh Hashana
2069-12-25,1,Noël
2070-01-01,1,Jour de l'an
2070-01-22,1,Aïd el-Adha
2070-03-31,1,Lundi de Pâques
2070-05-01,1,Fête du Travail
2070-05-08,1,Ascension / Fête de la Victoire
2070-05-19,1,Lundi de Pentecôte
2070-07-14,1,Fête nationale
2070-08-15,1,Assomption
2070-11-04,1,Aïd el-Fitr / Rosh Hashana
2070-11-11,1,Armistice 1918
2070-12-25,1,Noël
2071-01-01,1,Hanoucca / Jour de l'an
2071-04-20,1,Lundi de Pâques
2071-05-01,1,Fête du Travail
2071-05-08,1,Fête de la Victoire
2071-05-28,1,Ascension
2071-06-08,1,Lundi de Pentecôte
2071-07-14,1,Fête nationale
2071-11-11,1,Armistice 1918
2071-12-25,1,Noël
2071-12-31,1,Aïd el-Adha
2072-01-01,1,Jour de l'an
2072-04-11,1,Lundi de Pâques
2072-05-19,1,Ascension
2072-05-30,1,Lundi de Pentecôte
2072-07-14,1,Fête nationale
2072-08-15,1,Assomption
2072-10-13,1,Aïd el-Fitr / Rosh Hashana (2e jour)
2072-11-01,1,Toussaint
2072-11-11,1,Armistice 1918 / Rosh Hashana
2072-12-20,1,Aïd el-Adha
2073-03-27,1,Lundi de Pâques
2073-05-01,1,Fête du Travail
2073-05-04,1,Ascension
2073-05-08,1,Fête de la Victoire
2073-05-15,1,Lundi de Pentecôte
2073-07-14,1,Fête nationale
2073-08-15,1,Assomption
2073-10-02,1,Aïd el-Fitr
2073-11-01,1,Toussaint
2073-12-25,1,Hanoucca (1er jour) / Noël
2074-01-01,1,Jour de l'an
2074-04-16,1,Lundi de Pâques / Pessa'h (fête)
2074-05-01,1,Fête du Travail
2074-05-08,1,Fête de la Victoire
2074-05-24,1,Ascension
2074-06-04,1,Lundi de Pentecôte
2074-08-15,1,Assomption
2074-11-01,1,Toussaint
2074-11-29,1,Aïd el-Adha
2074-12-25,1,Noël
2075-01-01,1,Jour de l'an
2075-04-08,1,Lundi de Pâques
2075-05-01,1,Fête du Travail / Pessa'h (fête)
2075-05-08,1,Fête de la Victoire
2075-05-16,1,Ascension
2075-05-27,1,Lundi de Pentecôte
2075-08-15,1,Assomption / Ramadan
2075-09-11,1,Aïd el-Fitr
2075-11-01,1,Chemini Atseret / Toussaint
2075-11-11,1,Armistice 1918
2075-11-18,1,Aïd el-Adha
2075-12-25,1,Noël
2076-01-01,1,Jour de l'an
2076-04-20,1,Lundi de Pâques
2076-05-01,1,Fête du Travail
2076-05-08,1,Fête de la Victoire
2076-05-28,1,Ascension
2076-06-08,1,Lundi de Pentecôte
2076-07-14,1,Fête nationale
2076-11-06,1,Aïd el-Adha
2076-11-11,1,Armistice 1918
2076-12-25,1,Hanoucca / Noël
2077-01-01,1,Jour de l'an
2077-04-12,1,Lundi de Pâques / Pessa'h (fête)
2077-05-20,1,Ascension
2077-05-31,1,Lundi de Pentecôte
2077-07-14,1,Fête nationale
2077-08-20,1,Aïd el-Fitr
2077-10-27,1,Aïd el-Adha
2077-11-01,1,Toussaint
2077-11-11,1,Armistice 1918
2078-04-04,1,Lundi de Pâques
2078-05-12,1,Ascension
2078-05-23,1,Lundi de Pentecôte
2078-07-14,1,Fête nationale / Ramadan
2078-08-09,1,Aïd el-Fitr
2078-08-15,1,Assomption
2078-11-01,1,Toussaint
2078-11-11,1,Armistice 1918
2079-04-24,1,Lundi de Pâques
2079-05-01,1,Fête du Travail / Rosh Hashana
2079-05-08,1,Fête de la Victoire
2079-06-01,1,Ascension
2079-06-12,1,Lundi de Pentecôte
2079-07-14,1,Fête nationale / Ramadan
2079-08-15,1,Assomption
2079-10-05,1,Aïd el-Adha / Yom Kippour
2079-11-01,1,Toussaint
2079-12-25,1,Noël
2080-01-01,1,Jour de l'an
2080-04-08,1,Lundi de Pâques / Pessa'h (fête)
2080-05-01,1,Fête du Travail
2080-05-08,1,Fête de la Victoire
2080-05-16,1,Ascension
2080-05-27,1,Lundi de Pentecôte
2080-07-18,1,Aïd el-Fitr
2080-08-15,1,Assomption
2080-09-24,1,Aïd el-Adha
2080-11-01,1,Toussaint
2080-11-11,1,Armistice 1918
2080-12-25,1,Noël
2081-01-01,1,Jour de l'an
2081-03-31,1,Lundi de Pâques
2081-05-01,1,Fête du Travail
2081-05-08,1,Ascension / Fête de la Victoire
2081-05-19,1,Lundi de Pentecôte
2081-07-07,1,Aïd el-Fitr
2081-07-14,1,Fête nationale
2081-08-15,1,Assomption
2081-11-11,1,Armistice 1918
2081-12-25,1,Hanoucca (1er jour) / Noël
2082-01-01,1,Hanoucca / Jour de l'an
2082-04-20,1,Lundi de Pâques
2082-05-01,1,Fête du Travail / Yom HaAtzmaout
2082-05-08,1,Fête de la Victoire
2082-05-28,1,1er jour de Ramadan / Ascension
2082-06-08,1,Lundi de Pentecôte / Ramadan
2082-06-26,1,Aïd el-Fitr
2082-07-14,1,Fête nationale
2082-09-02,1,Aïd el-Adha
2082-11-11,1,Armistice 1918
2082-12-25,1,Noël
2083-01-01,1,Jour de l'an
2083-04-05,1,Lundi de Pâques
2083-05-13,1,Ascension
2083-05-24,1,Lundi de Pentecôte / Ramadan
2083-06-16,1,Aïd el-Fitr / Rosh Hashana
2083-07-14,1,Fête nationale
2083-08-23,1,Aïd el-Adha
2083-11-01,1,Toussaint
2083-11-11,1,Armistice 1918
2084-03-27,1,Lundi de Pâques
2084-05-01,1,Fête du Travail
2084-05-04,1,Ascension
2084-05-08,1,Fête de la Victoire / Ramadan
2084-05-15,1,Lundi de Pentecôte / Ramadan
2084-07-14,1,Fête nationale
2084-08-11,1,Aïd el-Adha
2084-08-15,1,Assomption
2084-11-01,1,Toussaint
2084-12-25,1,Hanoucca / Noël
2085-01-01,1,Jour de l'an
2085-04-16,1,Lundi de Pâques
2085-05-01,1,Fête du Travail / Ramadan
2085-05-08,1,Fête de la Victoire / Ramadan
2085-05-24,1,Ascension / Ramadan / Rosh Hashana
2085-05-25,1,Aïd el-Fitr
2085-06-04,1,Lundi de Pentecôte
2085-08-01,1,Aïd el-Adha
2085-08-15,1,Assomption
2085-11-01,1,Toussaint
2085-12-25,1,Noël
2086-01-01,1,Jour de l'an
2086-04-01,1,Lundi de Pâques
2086-05-01,1,Fête du Travail / Pessa'h (fête) / Ramadan
2086-05-08,1,Fête de la Victoire / Ramadan
2086-05-09,1,Ascension / Ramadan
2086-05-14,1,Aïd el-Fitr
2086-05-20,1,Lundi de Pentecôte
2086-08-15,1,Assomption
2086-11-01,1,Toussaint
2086-11-11,1,Armistice 1918
2086-12-25,1,Noël
2087-01-01,1,Hanoucca / Jour de l'an
2087-04-21,1,Lundi de Pâques / Ramadan
2087-05-01,1,Fête du Travail / Ramadan
2087-05-08,1,Fête de la Victoire
2087-05-29,1,Ascension / Yom HaShoah
2087-06-09,1,Lundi de Pentecôte
2087-07-10,1,Aïd el-Adha
2087-07-14,1,Fête nationale
2087-08-15,1,Assomption
2087-11-11,1,Armistice 1918
2087-12-25,1,Noël / Rosh Hashana
2088-01-01,1,Jour de l'an
2088-04-12,1,Lundi de Pâques / Ramadan
2088-04-22,1,Aïd el-Fitr
2088-05-20,1,Ascension / Rosh Hashana
2088-05-31,1,Lundi de Pentecôte
2088-06-29,1,Aïd el-Adha
2088-07-14,1,Fête nationale
2088-11-01,1,Toussaint
2088-11-11,1,Armistice 1918
2089-04-04,1,Lundi de Pâques / Ramadan
2089-04-11,1,Aïd el-Fitr
2089-05-12,1,Ascension
2089-05-23,1,Lundi de Pentecôte
2089-07-14,1,Fête nationale
2089-08-15,1,Assomption
2089-11-01,1,Toussaint
2089-11-11,1,Armistice 1918
2090-03-31,1,Aïd el-Fitr / Rosh Hashana
2090-04-17,1,Lundi de Pâques
2090-05-01,1,Fête du Travail
2090-05-08,1,Fête de la Victoire
2090-05-25,1,Ascension / Yom HaShoah
2090-06-05,1,Lundi de Pentecôte
2090-06-07,1,Aïd el-Adha
2090-07-14,1,Fête nationale
2090-08-15,1,Assomption
2090-11-01,1,Toussaint
2090-12-25,1,Noël
2091-01-01,1,Jour de l'an
2091-03-21,1,Aïd el-Fitr
2091-04-09,1,Lundi de Pâques / Pessa'h (7e jour)
2091-05-01,1,Fête du Travail
2091-05-08,1,Fête de la Victoire
2091-05-17,1,Ascension
2091-05-28,1,Aïd el-Adha / Lundi de Pentecôte
2091-08-15,1,Assomption
2091-11-01,1,Toussaint
2091-12-25,1,Noël
2092-01-01,1,Jour de l'an
2092-03-31,1,Lundi de Pâques
2092-05-01,1,Fête du Travail
2092-05-08,1,Ascension / Fête de la Victoire
2092-05-16,1,Aïd el-Adha
2092-05-19,1,Lundi de Pentecôte
2092-07-14,1,Fête nationale
2092-08-15,1,Assomption
2092-11-11,1,Armistice 1918
2092-12-25,1,Hanoucca / Noël
2093-01-01,1,Jour de l'an
2093-02-26,1,Aïd el-Fitr / Rosh Hashana
2093-04-13,1,Lundi de Pâques / Pessa'h (fête)
2093-05-01,1,Fête du Travail
2093-05-05,1,Aïd el-Adha
2093-05-08,1,Fête de la Victoire
2093-05-21,1,Ascension
2093-06-01,1,Lundi de Pentecôte
2093-07-14,1,Fête nationale
2093-11-11,1,Armistice 1918
2093-12-25,1,Noël
2094-01-01,1,Jour de l'an
2094-02-16,1,Aïd el-Fitr
2094-04-05,1,Lundi de Pâques
2094-05-13,1,Ascension
2094-05-24,1,Lundi de Pentecôte
2094-07-14,1,Fête nationale
2094-11-01,1,Toussaint
2094-11-11,1,Armistice 1918
2095-04-14,1,Aïd el-Adha
2095-04-25,1,Lundi de Pâques
2095-06-02,1,Ascension
2095-06-13,1,Lundi de Pentecôte
2095-07-14,1,Fête nationale
2095-08-15,1,Assomption
2095-11-01,1,Toussaint
2095-11-11,1,Armistice 1918
2096-01-26,1,Aïd el-Fitr
2096-04-03,1,Aïd el-Adha
2096-04-16,1,Lundi de Pâques
2096-05-01,1,Fête du Travail
2096-05-08,1,Fête de la Victoire
2096-05-24,1,Ascension
2096-06-04,1,Lundi de Pentecôte
2096-08-15,1,Assomption
2096-11-01,1,Toussaint
2096-12-25,1,Noël / Ramadan
2097-01-01,1,Jour de l'an / Ramadan
2097-01-14,1,Aïd el-Fitr / Hanoucca
2097-04-01,1,Lundi de Pâques
2097-05-01,1,Fête du Travail / Pessa'h (7e jour)
2097-05-08,1,Fête de la Victoire
2097-05-09,1,Ascension
2097-05-20,1,Lundi de Pentecôte
2097-08-15,1,Assomption / Tisha Beav
2097-11-01,1,Toussaint
2097-11-11,1,Armistice 1918
2097-12-25,1,Noël / Ramadan
2098-01-01,1,Hanoucca / Jour de l'an / Ramadan
2098-01-03,1,Aïd el-Fitr / Rosh Hashana
2098-03-12,1,Aïd el-Adha
2098-04-21,1,Lundi de Pâques
2098-05-01,1,Fête du Travail / Rosh Hashana
2098-05-08,1,Fête de la Victoire
2098-05-29,1,Ascension
2098-06-09,1,Lundi de Pentecôte
2098-07-14,1,Fête nationale
2098-08-15,1,Assomption
2098-11-11,1,Armistice 1918
2098-12-24,1,Aïd el-Fitr / Hanoucca
2098-12-25,1,Noël
2099-01-01,1,Jour de l'an
2099-03-02,1,Aïd el-Adha
2099-04-13,1,Lundi de Pâques
2099-05-01,1,Fête du Travail
2099-05-08,1,Fête de la Victoire
2099-05-21,1,Ascension
2099-06-01,1,Lundi de Pentecôte
2099-07-14,1,Fête nationale
2099-11-11,1,Armistice 1918
2099-12-25,1,Noël
2100-01-01,1,Jour de l'an
2100-02-19,1,Aïd el-Adha
2100-03-29,1,Lundi de Pâques
2100-05-06,1,Ascension
2100-05-17,1,Lundi de Pentecôte
2100-07-14,1,Fête nationale
2100-11-01,1,Toussaint
2100-11-11,1,Armistice 1918 / Ramadan
2100-12-02,1,Aïd el-Fitr
